type,group_index,category_id,category_name,category_type,rule_id,rule_name,error_type,en_msg,zh_msg
single,,TYPOS,Possible Typo,misspelling,BED_ENGLISH,bed/bat (bad) English/...,,<message>Did you mean <suggestion>bad</suggestion>?</message>,<message>你是说 <suggestion>bad</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,WIFI,WiFi (Wi-Fi),,<message>Did you mean <suggestion>Wi-Fi</suggestion>? (This is the officially approved term by the Wi-Fi Alliance.)</message>,<message>你是说 <suggestion>Wi-Fi</suggestion> 吗? (这是Wi-Fi联盟官方认可的术语。)</message>
single,,TYPOS,Possible Typo,misspelling,SENT_START_THEM,'Them (Then)' at sentence start,,<message>Did you mean <suggestion>Then</suggestion>?</message>,<message>你是说 <suggestion>Then</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,THINK_YOU_A,think you a/an (are),,<message>Did you mean <suggestion>are</suggestion>?</message>,<message>你是说 <suggestion>are</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,IS_WERE,is were (where),,<message>Did you mean <suggestion>where</suggestion>?</message>,<message>你是说 <suggestion>where</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,ONE_ORE,one ore (or),,<message>Did you mean <suggestion>or</suggestion>?</message>,<message>你是说 <suggestion>or</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,GOING_ONE,going one (on),,<message>Did you mean <suggestion>on</suggestion>?</message>,<message>你是说 <suggestion>on</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,NAIL_ON_THE_HEAD,nail on the hat (head),,<message>Did you mean <suggestion>head</suggestion>?</message>,<message>你是说 <suggestion>head</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,ON_THE_SHELF,sit of (on) the shelf,,<message>Did you mean <suggestion>on</suggestion>?</message>,<message>你是说 <suggestion>on</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,COME_THROUGH,come threw (through),,<message>Did you mean <suggestion>through</suggestion>?</message>,<message>你是说 <suggestion>through</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,VARY_VERY,vary (very),,<message>Did you mean <suggestion>very</suggestion>?</message>,<message>你是说 <suggestion>very</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,WEATHER_WHETHER,weather (whether),,<message>Did you mean <suggestion>whether</suggestion>?</message>,<message>你是说 <suggestion>whether</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,SEE_SEA,see (sea),,<message>Did you mean <suggestion>sea</suggestion> or <suggestion>seeing</suggestion>?</message>,<message>你是说 <suggestion>sea</suggestion> or <suggestion>seeing</suggestion> ?</message>
single,,TYPOS,Possible Typo,misspelling,I_IF,I (if),,"<message>Did you mean <suggestion>If</suggestion> or is a comma missing (<suggestion>I,</suggestion>)?</message>","<message>你是说 <suggestion>If</suggestion> or is a comma missing (<suggestion>I,</suggestion> )吗?</message>"
group,0,TYPOS,Possible Typo,misspelling,STATIONARY_STATIONERY,stationary (stationery),,<message>Did you mean <suggestion>stationery</suggestion> (= materials for writing) instead of 'stationary' (= immobile/unchanged)?</message>,<message>你是说 <suggestion>stationery</suggestion> (一种文具)，而不是'stationary'(不动的/没有变化的)?</message>
group,1,TYPOS,Possible Typo,misspelling,STATIONARY_STATIONERY,stationary (stationery),,<message>Did you mean <suggestion>stationery</suggestion> (= materials for writing) instead of 'stationary' (= immobile/unchanged)?</message>,<message>你是说 <suggestion>stationery</suggestion> (一种文具)，而不是'stationary'(不动的/没有变化的)?</message>
group,2,TYPOS,Possible Typo,misspelling,STATIONARY_STATIONERY,stationary (stationery),,<message>Did you mean <suggestion>stationery</suggestion> (= materials for writing) instead of 'stationary' (= immobile/unchanged)?</message>,<message>你是说 <suggestion>stationery</suggestion> (一种文具)，而不是'stationary'(不动的/没有变化的)?</message>
group,3,TYPOS,Possible Typo,misspelling,STATIONARY_STATIONERY,stationary (stationery),,<message>Did you mean <suggestion>stationary</suggestion> (= immobile/unchanged) instead of 'stationery' (= materials for writing)?</message>,<message>你是说 <suggestion>stationery</suggestion> (一种文具)，而不是'stationary'(不动的/没有变化的)?</message>
single,,TYPOS,Possible Typo,misspelling,THE_ONLY_ON,the only on (one),,<message>Did you mean <suggestion>one</suggestion>?</message>,<message>你是说 <suggestion>one</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,I_A,I a/an (am),,<message>Did you mean <suggestion>am</suggestion> (first person of 'to be')?</message>,<message>你是说 <suggestion>am</suggestion> (第一人称)吗?</message>
single,,TYPOS,Possible Typo,misspelling,PLEASE_NOT_THAT,please not (note) that,,<message>Did you mean <suggestion>note</suggestion>?</message>,<message>你是说 <suggestion>note</suggestion> 吗?</message>
group,0,TYPOS,Possible Typo,misspelling,I_AM_NOTE_SURE,I'm note (not) sure,,<message>Did you mean <suggestion>not</suggestion>?</message>,<message>你是说 <suggestion>not</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,NUT_NOT,nut (not),,<message>Did you mean <suggestion>not</suggestion>?</message>,<message>你是说 <suggestion>not</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,AND_SO_ONE,and so one (on),,<message>Did you mean <suggestion>and so on</suggestion> (='etc.')?</message>,<message>你是说 <suggestion>and so on</suggestion> (等等)吗?</message>
single,,TYPOS,Possible Typo,misspelling,THROUGH_AWAY,through (throw) away,,<message>Did you mean <suggestion>throw</suggestion>?</message>,<message>你是说 <suggestion>throw</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,OR_WAY_IT,or way (was) it,,<message>Did you mean <suggestion>was</suggestion>?</message>,<message>你是说 <suggestion>was</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,DT_RESPONDS,the/a responds (response),,<message>Did you mean <suggestion>response</suggestion>?</message>,<message>你是说 <suggestion>response</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,THINK_OFF,think/know off (of),,<message>Did you mean <suggestion>of</suggestion>?</message>,<message>你是说 <suggestion>of</suggestion> 吗?</message>
group,0,TYPOS,Possible Typo,misspelling,NOT_US1,not us (use),,<message>Did you mean <suggestion>use</suggestion>?</message>,<message>你是说 <suggestion>use</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,YOU_THING,I/you/... thing (think),,<message>Did you mean <suggestion>think</suggestion> or <suggestion>thinks</suggestion>?</message>,<message>你是说 <suggestion>think</suggestion> or <suggestion>thinks</suggestion> 吗?</message>
group,0,TYPOS,Possible Typo,misspelling,WERE_VBB,were (where/we),,<message>Did you mean <suggestion>where</suggestion> or <suggestion>we</suggestion>?</message>,<message>你是说 <suggestion>where</suggestion> or <suggestion>we</suggestion> 吗?</message>
group,1,TYPOS,Possible Typo,misspelling,WERE_VBB,were (where/we),,<message>Did you mean <suggestion>where</suggestion> or <suggestion>we</suggestion>?</message>,<message>你是说 <suggestion>where</suggestion> or <suggestion>we</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,VBZ_VBD,it (is),,<message>Did you mean <suggestion>it</suggestion>?</message>,<message>你是说 <suggestion>it</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,FORE_DPS,fore (for),,<message>Did you mean <suggestion>for</suggestion>?</message>,<message>你是说 <suggestion>for</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,LOOK_ATE,look ate (at),,<message>Did you mean <suggestion>at</suggestion>?</message>,<message>你是说 <suggestion>at</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,A_KNOW_BUG,a know (known) bug/problem,,<message>Did you mean <suggestion>known</suggestion>?</message>,<message>你是说 <suggestion>known</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,MY_BE,my (may) be,,<message>Did you mean <suggestion>may be</suggestion> or <suggestion>might be</suggestion>?</message>,<message>你是说 <suggestion>may be</suggestion> or <suggestion>might be</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,IS_SHOULD,is (it) should/could,,<message>Did you mean <suggestion>it</suggestion>?</message>,<message>你是说 <suggestion>it</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,CAN_NOT,can not (cannot),,<message>Did you mean <suggestion>cannot</suggestion>?</message>,<message>你是说 <suggestion>cannot</suggestion> 吗?</message>
single,,TYPOS,Possible Typo,misspelling,CANT,cant (can't),,<message>Did you mean <suggestion>can't</suggestion> or <suggestion>cannot</suggestion>?</message>,<message>你是说 <suggestion>can't</suggestion> or <suggestion>cannot</suggestion> 吗?</message>
group,0,TYPOS,Possible Typo,misspelling,HELL,"hell/shell (he'll, she'll)",,<message>Did you mean <suggestion>he'll</suggestion>?</message>,<message>你是说 <suggestion>he'll</suggestion> 吗?</message>
group,1,TYPOS,Possible Typo,misspelling,HELL,"hell/shell (he'll, she'll)",,<message>Did you mean <suggestion>he'll</suggestion>?</message>,<message>你是说 <suggestion>he'll</suggestion> 吗?</message>
group,2,TYPOS,Possible Typo,misspelling,HELL,"hell/shell (he'll, she'll)",,<message>Did you mean <suggestion>she'll</suggestion>?</message>,<message>你是说 <suggestion>he'll</suggestion> 吗?</message>
group,0,TYPOS,Possible Typo,misspelling,LETS_LET,let's (lets),,,
group,1,TYPOS,Possible Typo,misspelling,LETS_LET,let's (lets),,,
group,2,TYPOS,Possible Typo,misspelling,LETS_LET,let's (lets),,"<message>Did you mean <suggestion><match no=""2"" regexp_match=""s"" regexp_replace="""" />'s</suggestion> (let's = let us; lets = 3rd person singular of 'let')?</message>",
group,3,TYPOS,Possible Typo,misspelling,LETS_LET,let's (lets),,<message>Did you mean <suggestion>\1s</suggestion> or <suggestion>\1</suggestion> (let's = let us; lets = 3rd person singular of 'let')?</message>,
group,4,TYPOS,Possible Typo,misspelling,LETS_LET,let's (lets),,<message>Did you mean <suggestion>\1s</suggestion> or <suggestion>\1</suggestion> (let's = let us; lets = 3rd person singular of 'let')?</message>,
group,0,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,1,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,2,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,3,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,4,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,5,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,6,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>it's</suggestion> (=<suggestion>it is</suggestion>) instead of 'its' (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,7,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,"<message>Did you mean <suggestion><match no=""3"" regexp_match=""s"" regexp_replace="""" />'s</suggestion> (=<suggestion><match no=""3"" regexp_match=""s"" regexp_replace="""" /> is</suggestion>) instead of 'its' (possessive pronoun)?</message>",<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,8,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>it's</suggestion> (=<suggestion>it is</suggestion>) instead of 'its' (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,9,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>it's</suggestion> (=<suggestion>it is</suggestion>) instead of 'its' (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,10,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun) instead of 'it's' (=it is)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,11,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun) instead of 'it's' (=it is)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,12,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun) instead of 'it's' (=it is)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,13,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun) instead of 'it's' (=it is)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,14,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun) instead of 'it's' (=it is)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,15,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun) instead of 'it's' (=it is)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,16,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun) instead of 'it's' (=it is)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,17,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>its</suggestion> (possessive pronoun) instead of 'it's' (=it is)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
group,18,TYPOS,Possible Typo,misspelling,IT_IS,its vs. it's,,<message>Did you mean <suggestion>it's</suggestion> (=<suggestion>it is</suggestion>) instead of 'its' (possessive pronoun)?</message>,<message>你是说 <suggestion>its</suggestion> (物主代词)吗?</message>
